transaction_id,customer_id,wallet_id,transaction_status_id,transaction_type_id,transaction_channel_id,currency_id,transaction_timestamp,transaction_location,device_id,amount
ANTX-000000640,AN-C000004,100000004,1,1,7,1,2023-02-22 09:02:03.000,Greater Accra|Accra,DEV-001853,1748.51
ANTX-000000641,AN-C000004,100000004,1,3,2,1,2023-02-22 15:21:45.000,Greater Accra|Accra,DEV-001853,406.93
ANTX-000000642,AN-C000004,100000004,1,4,1,1,2023-02-23 19:07:56.000,Greater Accra|Accra,DEV-001853,34.58
ANTX-000000643,AN-C000004,100000004,1,3,3,1,2023-03-20 16:15:15.000,Greater Accra|Accra,DEV-001853,1967.19
ANTX-000000644,AN-C000004,100000004,1,2,4,1,2023-03-03 11:11:47.000,Greater Accra|Accra,DEV-001853,454.41
ANTX-000000645,AN-C000004,100000004,1,1,5,1,2023-03-04 18:17:31.000,Greater Accra|Accra,DEV-001853,141.4
ANTX-000000646,AN-C000004,100000004,1,3,2,1,2023-03-05 16:05:01.000,Greater Accra|Accra,DEV-001853,345.58
ANTX-000000647,AN-C000004,100000004,1,1,5,1,2023-03-04 13:37:18.000,Greater Accra|Accra,DEV-001853,1006.23
ANTX-000003233,AN-C000010,100000010,1,3,4,1,2023-03-29 10:25:44.000,Western|Takoradi,DEV-000632,106.19
ANTX-000003234,AN-C000010,100000010,1,3,4,1,2023-03-15 06:36:10.000,Western|Takoradi,DEV-000632,990.14
ANTX-000003235,AN-C000010,100000010,1,3,6,1,2023-03-25 14:21:16.000,Western|Takoradi,DEV-000632,1017.1
ANTX-000003362,AN-C000011,100000011,1,1,1,1,2023-01-20 05:46:13.000,Eastern|Nkawkaw,DEV-000657,1715.25
ANTX-000003363,AN-C000011,100000011,1,3,6,1,2023-03-24 09:50:55.000,Eastern|Nkawkaw,DEV-000657,10
ANTX-000006293,AN-C000022,100000022,1,3,1,1,2023-03-08 12:56:52.000,Ashanti|Obuasi,DEV-001096,1374.75
ANTX-000006294,AN-C000022,100000022,1,1,2,1,2023-03-26 17:36:14.000,Ashanti|Obuasi,DEV-001096,1210.82
ANTX-000006295,AN-C000022,100000022,1,1,7,1,2023-03-15 21:44:48.000,Ashanti|Obuasi,DEV-001096,240.85
ANTX-000006856,AN-C000025,100000025,2,1,5,1,2023-03-27 12:17:40.000,Western|Tarkwa,DEV-000852,290.27
ANTX-000006857,AN-C000025,100000025,1,1,7,1,2023-03-06 10:06:43.000,Western|Tarkwa,DEV-000852,2041.77
