remittance_id,customer_id,country_id,remittance_status,remittance_timestamp,transaction_location,amount,currency,transaction_channel
ORMT-00000028,OR-C000003,5,SUCCESSFUL,2023-12-31 17:52:05.000,Bono East|Kintampo,1413.85,GHS,AGENT
ORMT-00000029,OR-C000003,1,SUCCESSFUL,2023-12-25 21:45:01.000,Bono East|Kintampo,2899.82,GHS,AGENT
ORMT-00000030,OR-C000003,3,SUCCESSFUL,2023-12-25 10:57:33.000,Bono East|Kintampo,319.75,GHS,AGENT
ORMT-00000031,OR-C000003,4,SUCCESSFUL,2023-12-29 13:30:02.000,Bono East|Kintampo,213.03,GHS,MOBILE_APP
ORMT-00000032,OR-C000003,7,SUCCESSFUL,2023-12-20 07:07:56.000,Bono East|Kintampo,171.44,GHS,API
ORMT-00000033,OR-C000003,1,SUCCESSFUL,2023-12-19 18:01:08.000,Bono East|Kintampo,464.2,GHS,WEB
ORMT-00000034,OR-C000003,1,SUCCESSFUL,2023-12-28 08:08:32.000,Bono East|Kintampo,713.58,GHS,MOBILE_APP
ORMT-00000035,OR-C000003,6,SUCCESSFUL,2023-12-29 19:58:23.000,Bono East|Kintampo,1276.83,GHS,THIRD_PARTY
ORMT-00000110,OR-C000004,4,SUCCESSFUL,2023-10-24 18:57:00.000,Ashanti|Kumasi,818.59,GHS,AGENT
ORMT-00000111,OR-C000004,2,SUCCESSFUL,2023-12-31 07:16:40.000,Ashanti|Kumasi,591.98,GHS,AGENT
ORMT-00000143,OR-C000008,1,SUCCESSFUL,2023-12-27 20:20:35.000,Ahafo|Duayaw Nkwanta,447.89,GHS,AGENT
ORMT-00000144,OR-C000008,10,SUCCESSFUL,2023-12-19 19:08:16.000,Ahafo|Duayaw Nkwanta,262.92,GHS,MOBILE_APP
ORMT-00000145,OR-C000008,3,SUCCESSFUL,2023-12-10 19:30:25.000,Ahafo|Duayaw Nkwanta,373.91,GHS,AGENT
ORMT-00000146,OR-C000008,10,SUCCESSFUL,2023-12-25 14:49:02.000,Ahafo|Duayaw Nkwanta,758.67,GHS,AGENT
ORMT-00000194,OR-C000009,2,SUCCESSFUL,2023-12-05 08:39:37.000,Western|Takoradi,563.21,GHS,WEB
ORMT-00000410,OR-C000019,3,SUCCESSFUL,2023-11-27 11:50:28.000,Ahafo|Duayaw Nkwanta,606.23,GHS,AGENT
ORMT-00000411,OR-C000019,1,SUCCESSFUL,2023-12-17 19:05:20.000,Ahafo|Duayaw Nkwanta,705.36,GHS,AGENT
