loan_id,customer_id,disbursement_timestamp,disbursement_location,maturity_date,principal_amount,interest_rate,currency
SCLN-00000003,SC-C000009,2025-02-26 10:27:50.000,Western|Takoradi,2025-05-22,651.9,0.139,GHS
SCLN-00000006,SC-C000012,2025-01-08 15:39:28.000,Volta|Hohoe,2025-02-23,521.62,0.0881,GHS
SCLN-00000017,SC-C000021,2025-02-17 15:33:46.000,Bono East|Techiman,2025-05-01,1496.62,0.1878,GHS
SCLN-00000031,SC-C000035,2025-01-19 14:29:53.000,Western|Axim,2025-05-02,1161.92,0.2831,GHS
SCLN-00000051,SC-C000058,2025-02-02 12:58:48.000,Greater Accra|Kasoa,2025-03-04,547.8,0.1031,GHS
SCLN-00000053,SC-C000059,2025-02-02 12:57:55.000,Upper East|Bolgatanga,2025-04-13,1379.2,0.2959,GHS
SCLN-00000067,SC-C000068,2025-02-24 08:31:36.000,Ashanti|Ejisu,2025-06-18,662.18,0.1202,GHS
SCLN-00000092,SC-C000096,2025-02-19 14:58:21.000,Ashanti|Kumasi,2025-04-20,2592.36,0.1299,GHS
SCLN-00000097,SC-C000105,2025-03-28 08:27:31.000,Bono|Sunyani,2025-05-14,737.02,0.2374,GHS
SCLN-00000102,SC-C000110,2025-02-01 08:55:53.000,Western|Takoradi,2025-04-11,1001.56,0.1901,GHS
SCLN-00000115,SC-C000124,2025-02-22 08:21:19.000,Central|Elmina,2025-05-09,364.05,0.1532,GHS
SCLN-00000122,SC-C000132,2025-03-28 17:41:31.000,Upper East|Bolgatanga,2025-06-29,1087.87,0.1382,GHS
SCLN-00000140,SC-C000148,2025-01-29 11:11:50.000,Northern|Savelugu,2025-05-28,1021.62,0.1879,GHS
SCLN-00000143,SC-C000150,2025-02-12 16:38:42.000,Greater Accra|Madina,2025-04-27,908.2,0.2176,GHS
SCLN-00000159,SC-C000166,2025-03-26 16:54:50.000,Oti|Dambai,2025-07-05,696.56,0.0872,GHS
SCLN-00000176,SC-C000176,2025-03-19 10:07:58.000,Eastern|Koforidua,2025-06-22,311.22,0.114,GHS
SCLN-00000198,SC-C000193,2025-03-28 11:30:48.000,Greater Accra|Kasoa,2025-05-07,661.17,0.1334,GHS
SCLN-00000200,SC-C000196,2025-03-11 11:13:29.000,Central|Cape Coast,2025-06-23,4535.96,0.1714,GHS
SCLN-00000203,SC-C000200,2025-02-04 08:14:57.000,Central|Elmina,2025-03-21,1061.46,0.1005,GHS
SCLN-00000206,SC-C000204,2025-02-06 15:16:51.000,Greater Accra|Accra,2025-05-04,1849.42,0.2785,GHS
SCLN-00000217,SC-C000214,2025-03-08 09:03:01.000,Bono East|Techiman,2025-06-02,888.6,0.1824,GHS
SCLN-00000221,SC-C000217,2025-03-19 15:40:06.000,Greater Accra|Kasoa,2025-05-04,517.5,0.2802,GHS
SCLN-00000225,SC-C000224,2025-03-22 10:31:20.000,Western|Axim,2025-05-03,1157.39,0.1649,GHS
SCLN-00000228,SC-C000230,2025-01-15 09:24:38.000,Volta|Hohoe,2025-03-31,600.59,0.1378,GHS
SCLN-00000231,SC-C000232,2025-03-25 14:22:13.000,Bono East|Kintampo,2025-06-29,984.6,0.1686,GHS
SCLN-00000261,SC-C000262,2025-03-07 13:40:52.000,Greater Accra|Kasoa,2025-04-19,445.91,0.0855,GHS
SCLN-00000262,SC-C000263,2025-03-01 15:22:04.000,Oti|Jasikan,2025-06-03,380.91,0.2614,GHS
SCLN-00000276,SC-C000277,2025-03-04 16:20:00.000,Volta|Keta,2025-06-09,854.78,0.2743,GHS
SCLN-00000277,SC-C000278,2025-03-09 13:26:28.000,Eastern|Koforidua,2025-06-16,730.81,0.1488,GHS
SCLN-00000286,SC-C000284,2025-02-26 09:01:53.000,Central|Winneba,2025-05-26,1911.43,0.1557,GHS
SCLN-00000288,SC-C000286,2025-02-11 13:42:59.000,Northern|Savelugu,2025-04-08,347.59,0.268,GHS
SCLN-00000309,SC-C000305,2025-03-21 08:15:41.000,Eastern|Akropong,2025-06-30,709.38,0.1811,GHS
SCLN-00000315,SC-C000310,2025-03-19 17:17:35.000,Greater Accra|Tema,2025-05-26,2179.51,0.1265,GHS
SCLN-00000341,SC-C000333,2025-03-10 16:37:11.000,Greater Accra|Madina,2025-05-30,5253.98,0.1516,GHS
SCLN-00000350,SC-C000344,2025-03-05 09:21:11.000,Volta|Keta,2025-05-25,606.55,0.1273,GHS
SCLN-00000354,SC-C000351,2025-03-01 14:23:25.000,Western|Axim,2025-05-29,496.22,0.1371,GHS
