repayment_id,loan_id,repayment_amount,repayment_timestamp,repayment_location
SCRP-00000020,SCLN-00000006,222.44,2025-01-15 12:13:52.000,Volta|Hohoe
SCRP-00000021,SCLN-00000006,134.81,2025-01-23 08:34:45.000,Volta|Hohoe
SCRP-00000022,SCLN-00000006,74.52,2025-01-31 11:23:25.000,Volta|Hohoe
SCRP-00000023,SCLN-00000006,40.9,2025-02-07 17:15:52.000,Volta|Hohoe
SCRP-00000024,SCLN-00000006,21.46,2025-02-15 13:29:51.000,Volta|Hohoe
SCRP-00000030,SCLN-00000009,678.97,2025-01-02 19:47:12.000,Ashanti|Ejisu
SCRP-00000031,SCLN-00000009,257.9,2025-01-31 12:36:28.000,Ashanti|Ejisu
SCRP-00000053,SCLN-00000017,728.62,2025-03-07 15:26:19.000,Bono East|Techiman
SCRP-00000054,SCLN-00000017,351.15,2025-03-25 19:17:03.000,Bono East|Techiman
SCRP-00000071,SCLN-00000022,559.56,2025-01-02 14:05:27.000,Ashanti|Obuasi
SCRP-00000072,SCLN-00000022,306.35,2025-02-06 16:36:20.000,Ashanti|Obuasi
SCRP-00000088,SCLN-00000031,550.7,2025-02-12 18:35:32.000,Western|Axim
SCRP-00000089,SCLN-00000031,272.02,2025-03-03 17:36:22.000,Western|Axim
SCRP-00000100,SCLN-00000034,77.42,2025-01-27 17:10:22.000,Eastern|Koforidua
SCRP-00000101,SCLN-00000035,102.7,2025-02-13 13:01:30.000,Northern|Tamale
SCRP-00000102,SCLN-00000035,57.78,2025-03-08 19:25:20.000,Northern|Tamale
SCRP-00000143,SCLN-00000051,234.81,2025-02-12 18:07:28.000,Greater Accra|Kasoa
SCRP-00000144,SCLN-00000051,93.77,2025-02-22 14:25:09.000,Greater Accra|Kasoa
SCRP-00000146,SCLN-00000053,620.14,2025-03-16 10:32:09.000,Upper East|Bolgatanga
SCRP-00000147,SCLN-00000053,357.24,2025-03-28 16:06:25.000,Upper East|Bolgatanga
SCRP-00000181,SCLN-00000063,149.35,2025-01-01 15:01:03.000,Greater Accra|Kasoa
SCRP-00000182,SCLN-00000063,54.52,2025-01-11 18:24:41.000,Greater Accra|Kasoa
SCRP-00000188,SCLN-00000065,26.09,2025-01-04 12:32:07.000,Central|Cape Coast
SCRP-00000189,SCLN-00000065,17.25,2025-01-11 19:53:24.000,Central|Cape Coast
SCRP-00000280,SCLN-00000092,1206.99,2025-03-11 13:15:05.000,Ashanti|Kumasi
SCRP-00000281,SCLN-00000092,646.88,2025-03-31 08:38:29.000,Ashanti|Kumasi
SCRP-00000310,SCLN-00000102,498.35,2025-02-14 13:05:56.000,Western|Takoradi
SCRP-00000311,SCLN-00000102,235.93,2025-02-28 19:10:27.000,Western|Takoradi
SCRP-00000312,SCLN-00000102,117.99,2025-03-14 16:32:04.000,Western|Takoradi
SCRP-00000313,SCLN-00000102,73.77,2025-03-28 08:03:36.000,Western|Takoradi
SCRP-00000331,SCLN-00000109,1538.16,2025-01-06 10:40:43.000,Bono|Berekum
SCRP-00000332,SCLN-00000109,1005.68,2025-01-18 16:50:42.000,Bono|Berekum
SCRP-00000333,SCLN-00000109,472.29,2025-01-31 08:37:51.000,Bono|Berekum
SCRP-00000334,SCLN-00000109,216.96,2025-02-12 19:18:30.000,Bono|Berekum
SCRP-00000339,SCLN-00000111,195.5,2025-01-14 18:19:54.000,Eastern|Koforidua
SCRP-00000340,SCLN-00000111,93.23,2025-01-16 12:53:58.000,Eastern|Koforidua
SCRP-00000349,SCLN-00000115,177.68,2025-03-13 14:45:06.000,Central|Elmina
SCRP-00000385,SCLN-00000124,16.56,2025-01-02 11:12:14.000,Ashanti|Ejisu
SCRP-00000433,SCLN-00000140,464.55,2025-02-27 10:00:33.000,Northern|Savelugu
SCRP-00000434,SCLN-00000140,245.69,2025-03-29 15:23:36.000,Northern|Savelugu
SCRP-00000444,SCLN-00000143,394.8,2025-02-24 19:21:06.000,Greater Accra|Madina
SCRP-00000445,SCLN-00000143,225.29,2025-03-08 17:03:18.000,Greater Accra|Madina
SCRP-00000446,SCLN-00000143,142.54,2025-03-21 14:52:53.000,Greater Accra|Madina
SCRP-00000483,SCLN-00000155,1173.12,2025-02-05 15:32:50.000,Greater Accra|Accra
SCRP-00000484,SCLN-00000155,703.08,2025-03-09 16:53:49.000,Greater Accra|Accra
SCRP-00000505,SCLN-00000164,256.47,2025-01-13 13:51:54.000,Greater Accra|Accra
SCRP-00000506,SCLN-00000164,133.0,2025-01-28 09:46:52.000,Greater Accra|Accra
SCRP-00000507,SCLN-00000164,61.6,2025-02-24 19:54:00.000,Greater Accra|Accra
SCRP-00000508,SCLN-00000164,36.46,2025-03-19 11:36:56.000,Greater Accra|Accra
SCRP-00000544,SCLN-00000175,84.53,2025-01-10 13:56:16.000,Eastern|Koforidua
SCRP-00000579,SCLN-00000186,556.45,2025-01-19 16:52:48.000,Ashanti|Obuasi
SCRP-00000580,SCLN-00000186,313.78,2025-02-15 18:34:35.000,Ashanti|Obuasi
SCRP-00000618,SCLN-00000203,480.46,2025-02-09 18:44:29.000,Central|Elmina
SCRP-00000619,SCLN-00000203,282.08,2025-02-17 12:35:25.000,Central|Elmina
SCRP-00000620,SCLN-00000203,128.25,2025-02-21 19:38:09.000,Central|Elmina
SCRP-00000621,SCLN-00000203,84.55,2025-03-05 19:42:18.000,Central|Elmina
SCRP-00000629,SCLN-00000206,876.11,2025-02-27 19:35:45.000,Greater Accra|Accra
SCRP-00000630,SCLN-00000206,463.98,2025-03-21 10:38:10.000,Greater Accra|Accra
SCRP-00000652,SCLN-00000213,74.46,2025-01-08 14:59:18.000,Western|Takoradi
SCRP-00000664,SCLN-00000216,181.89,2025-01-02 16:09:33.000,Bono East|Techiman
SCRP-00000665,SCLN-00000216,99.09,2025-01-16 09:23:09.000,Bono East|Techiman
SCRP-00000666,SCLN-00000216,48.33,2025-01-30 15:24:58.000,Bono East|Techiman
SCRP-00000667,SCLN-00000217,442.51,2025-03-22 17:42:29.000,Bono East|Techiman
SCRP-00000684,SCLN-00000221,222.3,2025-03-30 14:08:28.000,Greater Accra|Kasoa
SCRP-00000696,SCLN-00000225,563.15,2025-03-29 19:52:55.000,Western|Axim
SCRP-00000707,SCLN-00000228,264.81,2025-01-27 17:13:34.000,Volta|Hohoe
SCRP-00000708,SCLN-00000228,147.42,2025-02-09 08:25:48.000,Volta|Hohoe
SCRP-00000709,SCLN-00000228,82.5,2025-02-21 18:25:08.000,Volta|Hohoe
SCRP-00000710,SCLN-00000228,52.83,2025-03-06 13:12:00.000,Volta|Hohoe
SCRP-00000711,SCLN-00000228,22.87,2025-03-18 19:36:54.000,Volta|Hohoe
SCRP-00000740,SCLN-00000237,286.43,2025-01-10 15:27:15.000,Western|Tarkwa
SCRP-00000741,SCLN-00000237,132.89,2025-01-31 13:40:34.000,Western|Tarkwa
SCRP-00000757,SCLN-00000243,33.91,2025-01-06 10:22:59.000,Eastern|Akropong
SCRP-00000795,SCLN-00000258,387.23,2025-01-15 11:47:55.000,Central|Elmina
SCRP-00000796,SCLN-00000258,192.67,2025-02-15 15:55:40.000,Central|Elmina
SCRP-00000827,SCLN-00000271,723.11,2025-01-31 08:28:17.000,Central|Cape Coast
SCRP-00000828,SCLN-00000271,457.28,2025-02-21 18:01:08.000,Central|Cape Coast
SCRP-00000832,SCLN-00000272,46.73,2025-01-08 14:14:18.000,Greater Accra|Madina
SCRP-00000833,SCLN-00000272,24.0,2025-01-23 10:32:45.000,Greater Accra|Madina
SCRP-00000847,SCLN-00000276,398.13,2025-03-16 19:14:14.000,Volta|Keta
SCRP-00000848,SCLN-00000276,212.2,2025-03-27 10:34:17.000,Volta|Keta
SCRP-00000852,SCLN-00000277,314.84,2025-03-19 14:51:20.000,Eastern|Koforidua
SCRP-00000864,SCLN-00000281,30.66,2025-01-04 16:51:28.000,Ashanti|Ejisu
SCRP-00000877,SCLN-00000286,896.25,2025-03-12 12:53:25.000,Central|Winneba
SCRP-00000878,SCLN-00000286,437.52,2025-03-27 16:46:20.000,Central|Winneba
SCRP-00000885,SCLN-00000288,167.43,2025-03-01 09:56:55.000,Northern|Savelugu
SCRP-00000886,SCLN-00000288,88.53,2025-03-20 15:38:17.000,Northern|Savelugu
