loan_id,customer_id,disbursement_timestamp,disbursement_location,maturity_date,principal_amount,interest_rate,currency
SCLN-00000087,SC-C000089,2023-09-18 08:54:54.000,Greater Accra|Madina,2023-11-08,248.18,0.204,GHS
SCLN-00000240,SC-C000240,2023-08-18 17:41:48.000,Eastern|Nkawkaw,2023-12-10,1492.39,0.2727,GHS
SCLN-00000252,SC-C000250,2023-08-23 14:48:24.000,Ashanti|Ejisu,2023-10-19,884.17,0.2867,GHS
SCLN-00000267,SC-C000268,2023-09-25 08:26:40.000,Northern|Tamale,2024-01-10,634.25,0.2926,GHS
SCLN-00000291,SC-C000287,2023-09-15 16:22:48.000,Bono|Sunyani,2023-11-07,2063.06,0.1275,GHS
SCLN-00000372,SC-C000376,2023-08-08 11:23:24.000,Greater Accra|Kasoa,2023-10-31,1008.06,0.2219,GHS
SCLN-00000395,SC-C000397,2023-09-02 09:47:04.000,Greater Accra|Accra,2023-11-02,644.27,0.2672,GHS
SCLN-00000425,SC-C000423,2023-09-24 12:01:18.000,Bono|Berekum,2023-12-31,4388.23,0.2717,GHS
SCLN-00000446,SC-C000444,2023-09-28 15:52:37.000,Oti|Dambai,2024-01-18,1330.0,0.2772,GHS
SCLN-00000504,SC-C000496,2023-07-05 13:27:30.000,Bono|Berekum,2023-10-04,494.93,0.2764,GHS
SCLN-00000549,SC-C000536,2023-09-20 09:05:38.000,Ashanti|Kumasi,2023-12-09,6097.8,0.2418,GHS
SCLN-00000612,SC-C000583,2023-08-14 13:52:53.000,Central|Elmina,2023-09-21,591.61,0.2879,GHS
SCLN-00000785,SC-C000737,2023-07-06 08:47:26.000,Northern|Yendi,2023-09-04,1891.41,0.0844,GHS
SCLN-00000867,SC-C000799,2023-09-05 08:39:24.000,Northern|Tamale,2023-11-06,3225.34,0.2576,GHS
