repayment_id,loan_id,repayment_amount,repayment_timestamp,repayment_location
SCRP-00000008,SCLN-00000002,22.78,2025-07-01 14:13:56.000,Ashanti|Kumasi
SCRP-00000025,SCLN-00000007,134.93,2025-07-09 12:06:29.000,Ashanti|Kumasi
SCRP-00000026,SCLN-00000007,69.59,2025-08-09 12:51:02.000,Ashanti|Kumasi
SCRP-00000036,SCLN-00000013,749.85,2025-08-20 11:59:00.000,Greater Accra|Madina
SCRP-00000037,SCLN-00000013,416.27,2025-09-05 09:29:23.000,Greater Accra|Madina
SCRP-00000038,SCLN-00000013,233.23,2025-09-20 18:02:59.000,Greater Accra|Madina
SCRP-00000063,SCLN-00000019,61.29,2025-07-12 15:10:08.000,Bono East|Kintampo
SCRP-00000064,SCLN-00000019,37.52,2025-08-03 17:07:05.000,Bono East|Kintampo
SCRP-00000069,SCLN-00000021,1638.99,2025-07-03 15:48:20.000,Eastern|Nkawkaw
SCRP-00000070,SCLN-00000021,869.28,2025-07-27 14:23:31.000,Eastern|Nkawkaw
SCRP-00000073,SCLN-00000023,335.77,2025-09-19 15:41:52.000,Greater Accra|Tema
SCRP-00000082,SCLN-00000029,345.47,2025-07-26 13:10:04.000,Northern|Tamale
SCRP-00000083,SCLN-00000029,161.65,2025-08-05 17:32:14.000,Northern|Tamale
SCRP-00000084,SCLN-00000029,81.34,2025-08-08 13:46:51.000,Northern|Tamale
SCRP-00000085,SCLN-00000030,1194.53,2025-09-22 11:56:34.000,Northern|Tamale
SCRP-00000121,SCLN-00000041,178.95,2025-09-13 09:48:23.000,Upper East|Navrongo
SCRP-00000122,SCLN-00000041,98.04,2025-09-18 12:38:35.000,Upper East|Navrongo
SCRP-00000129,SCLN-00000044,247.9,2025-09-29 18:13:48.000,Greater Accra|Accra
SCRP-00000156,SCLN-00000056,767.2,2025-09-17 16:29:11.000,Greater Accra|Tema
SCRP-00000163,SCLN-00000058,636.52,2025-08-19 13:47:54.000,Greater Accra|Accra
SCRP-00000164,SCLN-00000058,330.23,2025-09-09 15:09:20.000,Greater Accra|Accra
SCRP-00000165,SCLN-00000058,185.54,2025-09-30 17:18:45.000,Greater Accra|Accra
SCRP-00000167,SCLN-00000060,334.04,2025-08-25 14:43:23.000,Greater Accra|Kasoa
SCRP-00000168,SCLN-00000060,221.21,2025-09-04 12:06:23.000,Greater Accra|Kasoa
SCRP-00000169,SCLN-00000060,104.33,2025-09-11 13:37:53.000,Greater Accra|Kasoa
SCRP-00000170,SCLN-00000060,54.94,2025-09-29 15:06:13.000,Greater Accra|Kasoa
SCRP-00000190,SCLN-00000066,92.97,2025-07-08 10:53:22.000,Eastern|Nkawkaw
SCRP-00000191,SCLN-00000066,47.53,2025-07-21 17:09:47.000,Eastern|Nkawkaw
SCRP-00000192,SCLN-00000066,25.65,2025-08-02 12:54:43.000,Eastern|Nkawkaw
SCRP-00000193,SCLN-00000066,15.6,2025-08-15 08:05:12.000,Eastern|Nkawkaw
SCRP-00000194,SCLN-00000066,8.73,2025-08-27 17:31:05.000,Eastern|Nkawkaw
SCRP-00000199,SCLN-00000068,198.72,2025-07-06 10:09:44.000,Ashanti|Ejisu
SCRP-00000200,SCLN-00000068,126.67,2025-08-03 14:45:19.000,Ashanti|Ejisu
SCRP-00000201,SCLN-00000068,61.11,2025-08-07 08:52:36.000,Ashanti|Ejisu
SCRP-00000202,SCLN-00000068,31.17,2025-08-03 08:39:04.000,Ashanti|Ejisu
SCRP-00000203,SCLN-00000068,17.36,2025-08-07 18:55:45.000,Ashanti|Ejisu
SCRP-00000212,SCLN-00000071,215.03,2025-08-14 17:15:54.000,Ashanti|Kumasi
SCRP-00000213,SCLN-00000071,116.72,2025-09-02 15:34:37.000,Ashanti|Kumasi
SCRP-00000214,SCLN-00000071,64.32,2025-09-21 17:56:50.000,Ashanti|Kumasi
SCRP-00000216,SCLN-00000072,500.08,2025-07-21 15:47:40.000,Bono|Berekum
SCRP-00000217,SCLN-00000072,273.79,2025-07-30 11:08:50.000,Bono|Berekum
SCRP-00000218,SCLN-00000072,163.1,2025-08-09 11:28:54.000,Bono|Berekum
SCRP-00000219,SCLN-00000072,80.93,2025-08-18 10:58:24.000,Bono|Berekum
SCRP-00000220,SCLN-00000072,36.19,2025-08-27 14:54:53.000,Bono|Berekum
SCRP-00000235,SCLN-00000076,140.46,2025-07-04 18:45:10.000,Greater Accra|Accra
SCRP-00000250,SCLN-00000081,290.73,2025-07-27 19:07:11.000,Ashanti|Ejisu
SCRP-00000251,SCLN-00000081,134.83,2025-07-25 08:49:26.000,Ashanti|Ejisu
SCRP-00000252,SCLN-00000081,74.41,2025-07-31 12:45:16.000,Ashanti|Ejisu
SCRP-00000253,SCLN-00000081,39.78,2025-08-21 15:43:51.000,Ashanti|Ejisu
SCRP-00000254,SCLN-00000081,19.61,2025-09-23 12:26:42.000,Ashanti|Ejisu
SCRP-00000258,SCLN-00000083,497.09,2025-07-31 19:27:54.000,Ashanti|Obuasi
SCRP-00000259,SCLN-00000083,289.86,2025-09-02 16:05:52.000,Ashanti|Obuasi
SCRP-00000260,SCLN-00000083,181.58,2025-09-08 15:13:42.000,Ashanti|Obuasi
SCRP-00000284,SCLN-00000093,138.8,2025-07-16 08:00:57.000,Ashanti|Kumasi
SCRP-00000288,SCLN-00000095,180.22,2025-08-25 08:04:08.000,Ahafo|Duayaw Nkwanta
SCRP-00000289,SCLN-00000095,103.63,2025-09-17 11:39:16.000,Ahafo|Duayaw Nkwanta
SCRP-00000303,SCLN-00000100,143.37,2025-08-01 14:29:44.000,Greater Accra|Madina
SCRP-00000304,SCLN-00000100,80.71,2025-08-11 13:24:51.000,Greater Accra|Madina
SCRP-00000305,SCLN-00000100,46.82,2025-08-21 17:40:31.000,Greater Accra|Madina
SCRP-00000306,SCLN-00000100,26.85,2025-08-30 11:50:26.000,Greater Accra|Madina
SCRP-00000307,SCLN-00000100,15.93,2025-09-13 08:12:14.000,Greater Accra|Madina
SCRP-00000315,SCLN-00000104,392.02,2025-07-10 09:34:33.000,Western|Axim
SCRP-00000316,SCLN-00000104,215.73,2025-08-19 18:49:52.000,Western|Axim
SCRP-00000317,SCLN-00000104,103.96,2025-09-01 08:35:27.000,Western|Axim
SCRP-00000341,SCLN-00000112,174.38,2025-07-22 10:33:23.000,Eastern|Koforidua
SCRP-00000342,SCLN-00000112,111.6,2025-08-12 10:22:40.000,Eastern|Koforidua
SCRP-00000343,SCLN-00000113,362.14,2025-07-30 16:42:10.000,Greater Accra|Kasoa
SCRP-00000344,SCLN-00000113,178.71,2025-08-22 18:53:47.000,Greater Accra|Kasoa
SCRP-00000376,SCLN-00000123,1095.85,2025-08-19 15:52:23.000,Upper East|Bolgatanga
SCRP-00000377,SCLN-00000123,676.45,2025-09-05 15:32:11.000,Upper East|Bolgatanga
SCRP-00000378,SCLN-00000123,330.48,2025-09-22 11:26:12.000,Upper East|Bolgatanga
SCRP-00000388,SCLN-00000126,630.25,2025-09-28 08:18:22.000,Greater Accra|Kasoa
SCRP-00000410,SCLN-00000133,708.97,2025-09-24 12:41:28.000,Eastern|Akropong
SCRP-00000416,SCLN-00000135,424.59,2025-09-15 15:40:00.000,Greater Accra|Madina
SCRP-00000417,SCLN-00000135,227.94,2025-09-15 10:02:37.000,Greater Accra|Madina
SCRP-00000421,SCLN-00000137,514.28,2025-07-12 19:09:44.000,Greater Accra|Kasoa
SCRP-00000422,SCLN-00000137,249.62,2025-07-11 13:39:03.000,Greater Accra|Kasoa
SCRP-00000423,SCLN-00000137,143.19,2025-08-07 16:38:34.000,Greater Accra|Kasoa
SCRP-00000424,SCLN-00000137,74.22,2025-07-30 08:18:52.000,Greater Accra|Kasoa
SCRP-00000436,SCLN-00000141,574.93,2025-08-14 11:02:56.000,Northern|Savelugu
SCRP-00000437,SCLN-00000141,312.78,2025-09-01 15:56:26.000,Northern|Savelugu
SCRP-00000438,SCLN-00000141,156.45,2025-09-20 12:39:42.000,Northern|Savelugu
SCRP-00000451,SCLN-00000145,120.49,2025-07-03 18:19:47.000,Greater Accra|Accra
SCRP-00000452,SCLN-00000145,67.76,2025-07-12 08:49:45.000,Greater Accra|Accra
SCRP-00000453,SCLN-00000145,39.38,2025-08-01 14:39:59.000,Greater Accra|Accra
SCRP-00000454,SCLN-00000145,19.02,2025-08-21 13:26:23.000,Greater Accra|Accra
SCRP-00000486,SCLN-00000156,416.44,2025-09-12 10:43:30.000,Greater Accra|Accra
SCRP-00000487,SCLN-00000156,252.05,2025-09-20 12:59:54.000,Greater Accra|Accra
SCRP-00000488,SCLN-00000156,117.63,2025-09-27 17:45:42.000,Greater Accra|Accra
SCRP-00000494,SCLN-00000160,379.91,2025-09-15 19:29:22.000,Oti|Dambai
SCRP-00000512,SCLN-00000166,557.64,2025-09-11 10:58:57.000,Greater Accra|Tema
SCRP-00000513,SCLN-00000166,354.78,2025-09-16 14:09:46.000,Greater Accra|Tema
SCRP-00000514,SCLN-00000166,164.78,2025-09-21 18:40:22.000,Greater Accra|Tema
SCRP-00000515,SCLN-00000166,91.09,2025-09-26 13:08:16.000,Greater Accra|Tema
SCRP-00000550,SCLN-00000177,234.12,2025-09-01 17:37:38.000,Eastern|Koforidua
SCRP-00000551,SCLN-00000177,118.03,2025-09-18 17:38:04.000,Eastern|Koforidua
SCRP-00000561,SCLN-00000181,685.76,2025-08-26 08:46:10.000,Upper West|Lawra
SCRP-00000562,SCLN-00000181,422.06,2025-09-12 10:59:52.000,Upper West|Lawra
SCRP-00000563,SCLN-00000181,222.49,2025-09-29 12:12:01.000,Upper West|Lawra
SCRP-00000597,SCLN-00000193,488.72,2025-08-05 15:43:23.000,Greater Accra|Kasoa
SCRP-00000598,SCLN-00000193,290.41,2025-08-16 15:10:16.000,Greater Accra|Kasoa
SCRP-00000622,SCLN-00000204,167.44,2025-08-23 19:30:29.000,Central|Elmina
SCRP-00000623,SCLN-00000204,80.9,2025-09-07 10:39:23.000,Central|Elmina
SCRP-00000624,SCLN-00000204,37.98,2025-09-23 12:10:37.000,Central|Elmina
SCRP-00000627,SCLN-00000205,3549.05,2025-09-06 17:07:17.000,Greater Accra|Madina
SCRP-00000628,SCLN-00000205,1719.83,2025-09-20 16:08:44.000,Greater Accra|Madina
SCRP-00000638,SCLN-00000209,1064.49,2025-09-19 16:27:28.000,Central|Cape Coast
SCRP-00000642,SCLN-00000211,129.77,2025-09-02 19:49:13.000,Ashanti|Obuasi
SCRP-00000643,SCLN-00000211,74.75,2025-09-10 18:00:18.000,Ashanti|Obuasi
SCRP-00000644,SCLN-00000211,37.27,2025-09-18 15:18:23.000,Ashanti|Obuasi
SCRP-00000645,SCLN-00000211,20.64,2025-09-26 19:25:15.000,Ashanti|Obuasi
SCRP-00000658,SCLN-00000215,698.87,2025-07-28 16:24:23.000,Ashanti|Obuasi
SCRP-00000659,SCLN-00000215,410.09,2025-08-03 14:33:41.000,Ashanti|Obuasi
SCRP-00000660,SCLN-00000215,248.1,2025-08-10 08:04:17.000,Ashanti|Obuasi
SCRP-00000661,SCLN-00000215,116.0,2025-08-16 14:39:58.000,Ashanti|Obuasi
SCRP-00000662,SCLN-00000215,71.0,2025-08-22 19:10:45.000,Ashanti|Obuasi
SCRP-00000672,SCLN-00000218,795.06,2025-08-24 10:46:21.000,Bono East|Techiman
SCRP-00000673,SCLN-00000218,492.2,2025-09-04 16:53:43.000,Bono East|Techiman
SCRP-00000674,SCLN-00000218,224.79,2025-09-15 16:36:51.000,Bono East|Techiman
SCRP-00000675,SCLN-00000218,132.7,2025-09-26 15:07:08.000,Bono East|Techiman
SCRP-00000677,SCLN-00000219,739.1,2025-09-20 14:18:59.000,Upper West|Lawra
SCRP-00000689,SCLN-00000223,259.2,2025-09-11 17:38:43.000,Oti|Jasikan
SCRP-00000690,SCLN-00000223,162.35,2025-09-19 08:51:21.000,Oti|Jasikan
SCRP-00000701,SCLN-00000226,822.79,2025-09-16 18:37:31.000,Ahafo|Duayaw Nkwanta
SCRP-00000702,SCLN-00000226,366.62,2025-09-27 17:52:03.000,Ahafo|Duayaw Nkwanta
SCRP-00000733,SCLN-00000234,756.11,2025-08-25 13:04:21.000,Bono|Berekum
SCRP-00000734,SCLN-00000234,418.76,2025-09-24 13:33:11.000,Bono|Berekum
SCRP-00000742,SCLN-00000238,532.71,2025-08-13 08:18:38.000,Oti|Jasikan
SCRP-00000743,SCLN-00000238,314.63,2025-08-25 09:31:24.000,Oti|Jasikan
SCRP-00000744,SCLN-00000238,176.91,2025-09-19 17:10:51.000,Oti|Jasikan
SCRP-00000768,SCLN-00000248,444.74,2025-07-28 19:58:56.000,Central|Winneba
SCRP-00000769,SCLN-00000248,221.14,2025-08-05 17:54:16.000,Central|Winneba
SCRP-00000770,SCLN-00000248,117.29,2025-08-12 14:17:06.000,Central|Winneba
SCRP-00000771,SCLN-00000248,72.81,2025-08-20 16:36:25.000,Central|Winneba
SCRP-00000772,SCLN-00000248,35.51,2025-08-27 11:57:35.000,Central|Winneba
SCRP-00000786,SCLN-00000253,589.66,2025-07-01 10:16:39.000,Greater Accra|Madina
SCRP-00000787,SCLN-00000253,272.0,2025-07-24 17:11:12.000,Greater Accra|Madina
SCRP-00000793,SCLN-00000256,987.16,2025-08-12 18:48:28.000,Eastern|Akropong
SCRP-00000794,SCLN-00000256,615.53,2025-08-24 08:44:06.000,Eastern|Akropong
SCRP-00000807,SCLN-00000264,142.99,2025-07-22 12:15:16.000,Western|Tarkwa
SCRP-00000808,SCLN-00000265,614.54,2025-09-27 12:01:58.000,Western|Tarkwa
SCRP-00000810,SCLN-00000266,341.33,2025-07-25 09:31:57.000,Greater Accra|Madina
SCRP-00000811,SCLN-00000266,193.69,2025-08-01 19:47:40.000,Greater Accra|Madina
SCRP-00000812,SCLN-00000266,101.75,2025-08-08 10:28:28.000,Greater Accra|Madina
SCRP-00000813,SCLN-00000266,57.74,2025-08-15 16:06:55.000,Greater Accra|Madina
SCRP-00000816,SCLN-00000268,436.23,2025-07-26 15:03:10.000,Greater Accra|Accra
SCRP-00000817,SCLN-00000268,229.65,2025-08-13 08:54:36.000,Greater Accra|Accra
SCRP-00000818,SCLN-00000268,124.67,2025-08-30 13:30:23.000,Greater Accra|Accra
SCRP-00000822,SCLN-00000270,921.37,2025-08-17 14:47:52.000,Western|Takoradi
SCRP-00000823,SCLN-00000270,439.11,2025-09-06 15:24:17.000,Western|Takoradi
SCRP-00000824,SCLN-00000270,222.28,2025-09-25 19:36:16.000,Western|Takoradi
SCRP-00000834,SCLN-00000273,248.74,2025-07-20 14:25:02.000,Northern|Yendi
SCRP-00000835,SCLN-00000273,152.93,2025-08-13 09:01:57.000,Northern|Yendi
SCRP-00000836,SCLN-00000273,76.64,2025-08-22 15:41:39.000,Northern|Yendi
SCRP-00000837,SCLN-00000273,38.59,2025-09-21 19:27:05.000,Northern|Yendi
SCRP-00000838,SCLN-00000273,20.86,2025-09-17 09:47:51.000,Northern|Yendi
SCRP-00000858,SCLN-00000279,431.98,2025-09-26 18:02:00.000,Greater Accra|Accra
SCRP-00000865,SCLN-00000282,134.36,2025-08-20 18:58:05.000,Volta|Ho
SCRP-00000866,SCLN-00000282,75.88,2025-09-10 12:45:32.000,Volta|Ho
SCRP-00000891,SCLN-00000289,119.07,2025-07-12 13:54:43.000,Northern|Savelugu
SCRP-00000900,SCLN-00000293,164.17,2025-07-24 09:51:02.000,Western|Takoradi
SCRP-00000901,SCLN-00000293,91.36,2025-08-23 19:48:37.000,Western|Takoradi
SCRP-00000921,SCLN-00000299,146.16,2025-07-05 15:49:58.000,Greater Accra|Madina
SCRP-00000922,SCLN-00000299,89.07,2025-07-27 16:40:16.000,Greater Accra|Madina
SCRP-00000928,SCLN-00000301,176.23,2025-07-27 13:49:46.000,Ahafo|Goaso
SCRP-00000929,SCLN-00000301,109.31,2025-08-14 09:08:00.000,Ahafo|Goaso
SCRP-00000930,SCLN-00000301,54.01,2025-08-31 18:38:55.000,Ahafo|Goaso
SCRP-00000931,SCLN-00000301,28.02,2025-09-18 18:56:05.000,Ahafo|Goaso
SCRP-00000941,SCLN-00000305,388.61,2025-08-22 15:16:23.000,Volta|Keta
SCRP-00000942,SCLN-00000305,223.4,2025-08-30 19:37:34.000,Volta|Keta
SCRP-00000943,SCLN-00000305,108.67,2025-09-07 15:17:21.000,Volta|Keta
SCRP-00000944,SCLN-00000305,56.72,2025-09-14 13:37:04.000,Volta|Keta
SCRP-00000945,SCLN-00000305,33.34,2025-09-22 15:02:01.000,Volta|Keta
SCRP-00000961,SCLN-00000311,438.33,2025-09-05 14:17:48.000,Eastern|Koforidua
SCRP-00000979,SCLN-00000319,55.08,2025-07-05 16:35:16.000,Greater Accra|Tema
SCRP-00000980,SCLN-00000320,954.52,2025-09-04 15:27:52.000,Greater Accra|Tema
SCRP-00000981,SCLN-00000320,428.01,2025-09-23 12:49:28.000,Greater Accra|Tema
SCRP-00000996,SCLN-00000324,163.89,2025-08-10 12:26:14.000,Bono|Berekum
SCRP-00000997,SCLN-00000324,85.19,2025-08-29 15:32:12.000,Bono|Berekum
SCRP-00000998,SCLN-00000324,46.38,2025-09-17 09:44:52.000,Bono|Berekum
SCRP-00001010,SCLN-00000328,844.76,2025-09-26 08:53:55.000,Northern|Tamale
SCRP-00001015,SCLN-00000329,738.09,2025-09-27 08:16:19.000,Upper West|Wa
SCRP-00001020,SCLN-00000331,526.27,2025-08-22 18:23:09.000,Greater Accra|Kasoa
SCRP-00001021,SCLN-00000331,301.32,2025-08-18 08:42:27.000,Greater Accra|Kasoa
SCRP-00001022,SCLN-00000331,181.38,2025-09-04 10:21:32.000,Greater Accra|Kasoa
SCRP-00001034,SCLN-00000335,12.87,2025-07-03 19:42:23.000,Greater Accra|Madina
SCRP-00001052,SCLN-00000343,689.87,2025-09-22 15:18:52.000,Volta|Hohoe
SCRP-00001059,SCLN-00000345,545.81,2025-08-11 16:10:01.000,Western|Takoradi
SCRP-00001060,SCLN-00000345,290.86,2025-09-16 11:58:22.000,Western|Takoradi
SCRP-00001072,SCLN-00000349,184.39,2025-08-04 17:39:00.000,Ashanti|Ejisu
SCRP-00001073,SCLN-00000349,110.4,2025-08-15 12:19:21.000,Ashanti|Ejisu
SCRP-00001074,SCLN-00000349,58.3,2025-08-27 09:25:06.000,Ashanti|Ejisu
SCRP-00001075,SCLN-00000349,33.76,2025-09-07 14:22:13.000,Ashanti|Ejisu
SCRP-00001098,SCLN-00000357,266.72,2025-09-02 16:40:33.000,Bono|Sunyani
SCRP-00001099,SCLN-00000357,146.73,2025-09-21 19:02:11.000,Bono|Sunyani
SCRP-00001102,SCLN-00000359,340.94,2025-07-09 17:47:24.000,Greater Accra|Tema
SCRP-00001104,SCLN-00000360,414.67,2025-07-01 18:04:37.000,Western|Axim
SCRP-00001105,SCLN-00000360,221.92,2025-07-15 08:36:34.000,Western|Axim
SCRP-00001118,SCLN-00000364,529.73,2025-07-08 09:22:03.000,Greater Accra|Madina
SCRP-00001119,SCLN-00000364,287.13,2025-08-08 19:40:44.000,Greater Accra|Madina
SCRP-00001120,SCLN-00000365,1409.41,2025-09-24 12:41:05.000,Greater Accra|Madina
SCRP-00001125,SCLN-00000366,619.88,2025-07-16 15:07:42.000,Greater Accra|Madina
SCRP-00001130,SCLN-00000368,2095.84,2025-08-06 16:58:48.000,Western|Tarkwa
SCRP-00001131,SCLN-00000368,1021.84,2025-08-22 11:21:32.000,Western|Tarkwa
SCRP-00001132,SCLN-00000368,528.79,2025-09-07 10:19:04.000,Western|Tarkwa
SCRP-00001133,SCLN-00000368,262.61,2025-09-23 15:45:10.000,Western|Tarkwa
SCRP-00001156,SCLN-00000380,138.77,2025-08-26 10:22:23.000,Central|Winneba
SCRP-00001163,SCLN-00000383,405.64,2025-08-15 19:42:13.000,Ahafo|Duayaw Nkwanta
SCRP-00001164,SCLN-00000383,253.02,2025-09-03 16:36:53.000,Ahafo|Duayaw Nkwanta
SCRP-00001165,SCLN-00000383,127.6,2025-09-23 15:38:17.000,Ahafo|Duayaw Nkwanta
SCRP-00001175,SCLN-00000387,252.48,2025-08-05 18:13:38.000,Central|Elmina
SCRP-00001176,SCLN-00000387,140.56,2025-08-22 09:08:00.000,Central|Elmina
SCRP-00001199,SCLN-00000394,1081.01,2025-09-20 14:23:00.000,Northern|Savelugu
SCRP-00001200,SCLN-00000394,551.27,2025-09-26 15:48:21.000,Northern|Savelugu
SCRP-00001211,SCLN-00000397,399.79,2025-09-29 09:37:09.000,Greater Accra|Accra
SCRP-00001217,SCLN-00000399,2599.38,2025-09-03 18:15:20.000,Bono|Berekum
SCRP-00001218,SCLN-00000399,1486.8,2025-09-21 13:43:28.000,Bono|Berekum
SCRP-00001240,SCLN-00000407,396.47,2025-08-13 09:43:24.000,Bono|Sunyani
SCRP-00001241,SCLN-00000407,212.28,2025-08-30 10:59:05.000,Bono|Sunyani
SCRP-00001242,SCLN-00000407,106.56,2025-09-15 15:24:53.000,Bono|Sunyani
SCRP-00001245,SCLN-00000408,857.24,2025-08-01 15:13:50.000,Volta|Keta
SCRP-00001246,SCLN-00000408,436.05,2025-08-17 13:20:17.000,Volta|Keta
SCRP-00001247,SCLN-00000408,256.69,2025-09-02 14:22:01.000,Volta|Keta
