loan_id,customer_id,disbursement_timestamp,disbursement_location,maturity_date,principal_amount,interest_rate,currency
SCLN-00000002,SC-C000004,2025-06-14 11:26:51.000,Ashanti|Kumasi,2025-07-16,559.02,0.1088,GHS
SCLN-00000007,SC-C000014,2025-06-09 08:50:15.000,Ashanti|Kumasi,2025-09-09,283.45,0.2618,GHS
SCLN-00000011,SC-C000016,2025-05-11 16:52:01.000,Greater Accra|Tema,2025-07-07,3645.85,0.2926,GHS
SCLN-00000012,SC-C000017,2025-04-05 12:43:52.000,Greater Accra|Madina,2025-06-11,446.67,0.1848,GHS
SCLN-00000019,SC-C000024,2025-05-07 12:52:43.000,Bono East|Kintampo,2025-08-25,511.95,0.1169,GHS
SCLN-00000021,SC-C000025,2025-05-17 17:20:36.000,Eastern|Nkawkaw,2025-08-20,6281.85,0.2503,GHS
SCLN-00000026,SC-C000032,2025-06-11 10:58:44.000,Greater Accra|Kasoa,2025-09-26,1961.41,0.1006,GHS
SCLN-00000029,SC-C000033,2025-06-12 14:36:53.000,Northern|Tamale,2025-07-26,694.79,0.2125,GHS
SCLN-00000042,SC-C000050,2025-05-14 10:10:16.000,Eastern|Akropong,2025-07-20,962.17,0.193,GHS
SCLN-00000047,SC-C000056,2025-04-02 09:58:51.000,Northern|Tamale,2025-05-25,2322.05,0.2996,GHS
SCLN-00000066,SC-C000067,2025-06-26 09:12:45.000,Eastern|Nkawkaw,2025-09-09,200,0.2218,GHS
SCLN-00000068,SC-C000068,2025-06-19 10:00:26.000,Ashanti|Ejisu,2025-08-11,457.09,0.2066,GHS
SCLN-00000076,SC-C000080,2025-06-10 16:18:36.000,Greater Accra|Accra,2025-07-11,1585.88,0.1881,GHS
SCLN-00000081,SC-C000085,2025-06-14 15:34:27.000,Ashanti|Ejisu,2025-09-07,582.25,0.2846,GHS
SCLN-00000085,SC-C000088,2025-04-14 16:55:16.000,Upper East|Bolgatanga,2025-06-26,341.88,0.1518,GHS
SCLN-00000093,SC-C000096,2025-05-23 10:32:44.000,Ashanti|Kumasi,2025-08-03,1007.2,0.2884,GHS
SCLN-00000098,SC-C000108,2025-04-16 12:14:50.000,Upper East|Navrongo,2025-08-03,200,0.0845,GHS
SCLN-00000104,SC-C000115,2025-06-21 11:01:57.000,Western|Axim,2025-08-10,828.41,0.142,GHS
SCLN-00000127,SC-C000138,2025-04-25 08:41:52.000,Ashanti|Ejisu,2025-07-17,1998.49,0.0938,GHS
SCLN-00000132,SC-C000144,2025-05-15 10:14:10.000,Eastern|Akropong,2025-06-17,398.11,0.2751,GHS
SCLN-00000137,SC-C000146,2025-06-08 12:45:02.000,Greater Accra|Kasoa,2025-08-04,1071.14,0.0973,GHS
SCLN-00000145,SC-C000153,2025-06-23 13:33:07.000,Greater Accra|Accra,2025-09-09,267.99,0.2762,GHS
SCLN-00000183,SC-C000180,2025-05-02 13:31:12.000,Greater Accra|Accra,2025-06-15,1017.01,0.2198,GHS
SCLN-00000184,SC-C000182,2025-04-16 17:24:47.000,Bono East|Techiman,2025-06-30,758.53,0.2586,GHS
SCLN-00000210,SC-C000208,2025-05-13 09:34:51.000,Northern|Yendi,2025-07-02,2359.98,0.0816,GHS
SCLN-00000227,SC-C000229,2025-04-12 13:43:49.000,Ashanti|Obuasi,2025-07-04,747.89,0.0855,GHS
SCLN-00000247,SC-C000247,2025-04-16 13:29:09.000,Central|Winneba,2025-06-17,484.33,0.2188,GHS
SCLN-00000253,SC-C000255,2025-05-16 14:48:05.000,Greater Accra|Madina,2025-08-17,2191.89,0.1043,GHS
SCLN-00000264,SC-C000264,2025-04-12 13:05:25.000,Western|Tarkwa,2025-07-31,567.21,0.2507,GHS
SCLN-00000273,SC-C000273,2025-06-21 11:20:22.000,Northern|Yendi,2025-09-28,562.5,0.2618,GHS
SCLN-00000289,SC-C000286,2025-05-14 15:53:08.000,Northern|Savelugu,2025-07-24,3499.06,0.2606,GHS
SCLN-00000293,SC-C000294,2025-05-25 15:16:08.000,Western|Takoradi,2025-09-19,374.64,0.2198,GHS
SCLN-00000299,SC-C000299,2025-05-23 10:14:26.000,Greater Accra|Madina,2025-08-18,592.63,0.1019,GHS
SCLN-00000310,SC-C000306,2025-05-08 13:23:19.000,Eastern|Koforidua,2025-06-13,1555.82,0.1717,GHS
SCLN-00000319,SC-C000314,2025-05-27 08:45:36.000,Greater Accra|Tema,2025-07-18,1601.58,0.292,GHS
SCLN-00000327,SC-C000323,2025-04-10 17:56:40.000,Northern|Tamale,2025-06-17,912.9,0.2372,GHS
SCLN-00000331,SC-C000325,2025-06-27 08:39:19.000,Greater Accra|Kasoa,2025-09-21,1210.94,0.2611,GHS
SCLN-00000335,SC-C000328,2025-06-04 08:08:33.000,Greater Accra|Madina,2025-07-22,399.55,0.2839,GHS
SCLN-00000345,SC-C000337,2025-06-18 09:10:21.000,Western|Takoradi,2025-09-24,1128.24,0.2214,GHS
SCLN-00000359,SC-C000355,2025-06-14 10:11:18.000,Greater Accra|Tema,2025-07-22,1343.98,0.2639,GHS
SCLN-00000360,SC-C000356,2025-06-04 17:41:09.000,Western|Axim,2025-07-29,1808.05,0.2888,GHS
SCLN-00000361,SC-C000357,2025-04-04 13:43:03.000,Northern|Tamale,2025-06-10,673.65,0.2525,GHS
SCLN-00000364,SC-C000360,2025-06-07 14:24:49.000,Greater Accra|Madina,2025-09-08,1149.61,0.1758,GHS
SCLN-00000366,SC-C000365,2025-04-29 13:26:09.000,Greater Accra|Madina,2025-08-24,2387.8,0.282,GHS
SCLN-00000370,SC-C000373,2025-05-06 16:04:57.000,Greater Accra|Accra,2025-06-28,454.89,0.1137,GHS
SCLN-00000377,SC-C000382,2025-04-05 13:38:14.000,Ahafo|Duayaw Nkwanta,2025-05-08,1275.87,0.2415,GHS
SCLN-00000378,SC-C000383,2025-06-21 16:22:45.000,Eastern|Akropong,2025-10-04,337.71,0.1319,GHS
SCLN-00000404,SC-C000403,2025-04-28 14:43:49.000,Greater Accra|Tema,2025-07-10,1667.07,0.2495,GHS
SCLN-00000411,SC-C000407,2025-04-23 09:16:22.000,Upper East|Bolgatanga,2025-05-30,770.95,0.2015,GHS
SCLN-00000414,SC-C000408,2025-04-09 14:53:57.000,Ahafo|Goaso,2025-08-05,498.54,0.2623,GHS
SCLN-00000431,SC-C000427,2025-04-22 14:44:34.000,Western|Takoradi,2025-05-23,2553.63,0.0923,GHS
SCLN-00000443,SC-C000439,2025-06-25 08:10:55.000,Bono|Sunyani,2025-08-13,353.03,0.2123,GHS
