loan_id,customer_id,disbursement_timestamp,disbursement_location,maturity_date,principal_amount,interest_rate,currency
SCLN-00000009,SC-C000015,2024-12-05 11:53:26.000,Ashanti|Ejisu,2025-03-01,1468.15,0.1592,GHS
SCLN-00000022,SC-C000028,2024-12-03 08:53:49.000,Ashanti|Obuasi,2025-01-20,1203.79,0.2106,GHS
SCLN-00000028,SC-C000033,2024-11-18 08:05:44.000,Northern|Tamale,2025-01-08,418.94,0.2282,GHS
SCLN-00000034,SC-C000036,2024-11-03 14:53:25.000,Eastern|Koforidua,2025-02-25,605.16,0.1619,GHS
SCLN-00000035,SC-C000037,2024-12-25 17:27:33.000,Northern|Tamale,2025-04-20,232.58,0.2927,GHS
SCLN-00000049,SC-C000057,2024-12-03 08:17:28.000,Western|Takoradi,2025-03-17,807.11,0.1583,GHS
SCLN-00000063,SC-C000064,2024-12-02 15:35:27.000,Greater Accra|Kasoa,2025-01-22,1087.24,0.2641,GHS
SCLN-00000065,SC-C000066,2024-12-15 10:17:51.000,Central|Cape Coast,2025-01-18,220.64,0.2744,GHS
SCLN-00000091,SC-C000093,2024-12-10 09:14:05.000,Greater Accra|Accra,2025-01-31,321.79,0.1958,GHS
SCLN-00000106,SC-C000117,2024-10-08 11:41:14.000,Upper West|Wa,2025-01-14,936.21,0.2265,GHS
SCLN-00000109,SC-C000118,2024-12-25 10:27:50.000,Bono|Berekum,2025-02-25,3578.94,0.2873,GHS
SCLN-00000111,SC-C000120,2024-11-06 13:45:20.000,Eastern|Koforidua,2025-01-03,1422.74,0.1549,GHS
SCLN-00000124,SC-C000133,2024-10-29 16:39:07.000,Ashanti|Ejisu,2025-01-15,424.11,0.1962,GHS
SCLN-00000155,SC-C000161,2024-12-19 08:42:20.000,Greater Accra|Accra,2025-04-15,2742.58,0.1538,GHS
SCLN-00000164,SC-C000169,2024-12-28 12:04:14.000,Greater Accra|Accra,2025-04-16,533.04,0.1778,GHS
SCLN-00000175,SC-C000176,2024-11-05 09:41:20.000,Eastern|Koforidua,2025-02-02,664.82,0.2796,GHS
SCLN-00000186,SC-C000183,2024-11-30 13:22:17.000,Ashanti|Obuasi,2025-02-05,2379.36,0.1166,GHS
SCLN-00000189,SC-C000184,2024-10-01 13:04:52.000,Ashanti|Obuasi,2024-12-31,1027.18,0.2623,GHS
SCLN-00000208,SC-C000207,2024-10-03 13:53:51.000,Central|Cape Coast,2025-01-23,755.53,0.1258,GHS
SCLN-00000213,SC-C000211,2024-10-04 11:10:09.000,Western|Takoradi,2025-02-01,1080.04,0.1772,GHS
SCLN-00000214,SC-C000212,2024-10-07 08:48:56.000,Ashanti|Obuasi,2024-12-22,836.21,0.228,GHS
SCLN-00000216,SC-C000214,2024-12-05 15:48:02.000,Bono East|Techiman,2025-02-14,681.67,0.198,GHS
SCLN-00000237,SC-C000237,2024-12-24 12:41:10.000,Western|Tarkwa,2025-01-25,593.3,0.1146,GHS
SCLN-00000243,SC-C000244,2024-10-10 11:25:51.000,Eastern|Akropong,2025-01-28,473.84,0.1795,GHS
SCLN-00000258,SC-C000260,2024-12-15 11:44:09.000,Central|Elmina,2025-03-19,800.94,0.1012,GHS
SCLN-00000260,SC-C000262,2024-10-20 08:14:08.000,Greater Accra|Kasoa,2024-11-20,5584.99,0.1743,GHS
SCLN-00000271,SC-C000271,2024-12-12 10:58:55.000,Central|Cape Coast,2025-03-16,1669.61,0.1439,GHS
SCLN-00000272,SC-C000272,2024-11-08 12:48:02.000,Greater Accra|Madina,2025-02-08,678.53,0.2084,GHS
SCLN-00000281,SC-C000280,2024-11-30 14:58:38.000,Ashanti|Ejisu,2025-01-27,461.15,0.1422,GHS
SCLN-00000296,SC-C000297,2024-11-28 08:18:38.000,Greater Accra|Madina,2025-03-01,1529.13,0.2958,GHS
SCLN-00000348,SC-C000339,2024-10-18 08:30:00.000,Greater Accra|Tema,2024-12-07,1037.1,0.1567,GHS
SCLN-00000356,SC-C000354,2024-10-27 09:32:04.000,Bono|Sunyani,2025-02-03,341.86,0.0869,GHS
SCLN-00000382,SC-C000386,2024-11-01 16:24:55.000,Ahafo|Duayaw Nkwanta,2025-02-27,821.19,0.1724,GHS
SCLN-00000390,SC-C000391,2024-11-28 09:16:39.000,Eastern|Nkawkaw,2025-02-02,1592.56,0.2374,GHS
SCLN-00000392,SC-C000392,2024-12-07 10:55:31.000,Greater Accra|Kasoa,2025-01-06,2226.51,0.2659,GHS
SCLN-00000393,SC-C000396,2024-12-28 10:40:56.000,Northern|Savelugu,2025-04-15,1338.27,0.1484,GHS
SCLN-00000410,SC-C000407,2024-10-28 09:09:27.000,Upper East|Bolgatanga,2025-01-13,1037.02,0.1317,GHS
SCLN-00000428,SC-C000425,2024-11-30 10:14:48.000,Ashanti|Kumasi,2025-01-15,1858.42,0.1457,GHS
SCLN-00000437,SC-C000431,2024-12-25 14:33:03.000,Greater Accra|Tema,2025-04-17,2264.7,0.2906,GHS
SCLN-00000449,SC-C000447,2024-12-08 12:32:13.000,Northern|Yendi,2025-01-19,1446.11,0.1963,GHS
SCLN-00000476,SC-C000474,2024-12-16 15:57:57.000,Greater Accra|Kasoa,2025-01-16,549.63,0.2822,GHS
SCLN-00000477,SC-C000476,2024-11-09 08:39:57.000,Greater Accra|Kasoa,2025-03-06,570.93,0.1588,GHS
SCLN-00000500,SC-C000494,2024-11-01 10:13:51.000,Greater Accra|Kasoa,2024-12-19,572.66,0.2758,GHS
SCLN-00000507,SC-C000497,2024-10-01 16:26:28.000,Greater Accra|Kasoa,2024-11-09,292.87,0.1577,GHS
SCLN-00000514,SC-C000509,2024-12-28 12:46:42.000,Oti|Dambai,2025-02-22,1027.45,0.2024,GHS
SCLN-00000517,SC-C000510,2024-11-01 13:02:49.000,Greater Accra|Accra,2024-12-08,1639.65,0.1088,GHS
SCLN-00000521,SC-C000512,2024-12-25 12:03:08.000,Ashanti|Obuasi,2025-03-18,650.07,0.2362,GHS
SCLN-00000530,SC-C000523,2024-12-20 16:42:16.000,Bono|Sunyani,2025-03-08,2453.17,0.1988,GHS
SCLN-00000532,SC-C000524,2024-12-02 17:27:02.000,Eastern|Nkawkaw,2025-03-05,981.21,0.2089,GHS
SCLN-00000534,SC-C000527,2024-11-30 09:53:39.000,Greater Accra|Accra,2025-01-20,350.58,0.2031,GHS
SCLN-00000539,SC-C000532,2024-11-02 09:09:49.000,Greater Accra|Accra,2025-02-08,549.18,0.2382,GHS
SCLN-00000543,SC-C000534,2024-12-27 15:07:25.000,Western|Tarkwa,2025-02-28,2930.87,0.101,GHS
SCLN-00000557,SC-C000542,2024-12-28 11:35:03.000,Northern|Yendi,2025-04-14,274.48,0.2239,GHS
SCLN-00000580,SC-C000555,2024-10-11 12:38:07.000,Greater Accra|Tema,2024-11-27,981.68,0.2542,GHS
SCLN-00000595,SC-C000574,2024-12-01 15:10:47.000,Bono East|Techiman,2025-02-04,2530.18,0.2957,GHS
SCLN-00000618,SC-C000587,2024-10-04 14:10:24.000,Greater Accra|Accra,2024-11-25,1480.11,0.2085,GHS
SCLN-00000642,SC-C000610,2024-11-17 16:19:14.000,Greater Accra|Tema,2025-03-08,748.49,0.2585,GHS
SCLN-00000648,SC-C000613,2024-10-11 14:49:18.000,Eastern|Akropong,2024-12-30,463.37,0.2213,GHS
SCLN-00000652,SC-C000614,2024-10-03 09:27:12.000,Bono East|Kintampo,2025-01-30,535.62,0.0941,GHS
SCLN-00000662,SC-C000625,2024-12-08 10:31:25.000,Northern|Savelugu,2025-01-19,719.9,0.294,GHS
SCLN-00000663,SC-C000626,2024-10-12 13:05:07.000,Central|Winneba,2024-12-07,596.71,0.1371,GHS
SCLN-00000682,SC-C000643,2024-10-16 13:57:54.000,Northern|Savelugu,2025-01-25,850.48,0.2569,GHS
SCLN-00000688,SC-C000647,2024-12-27 09:48:22.000,Greater Accra|Madina,2025-03-24,990.16,0.2322,GHS
SCLN-00000692,SC-C000649,2024-12-30 15:00:07.000,Ashanti|Ejisu,2025-02-21,3127.08,0.2609,GHS
SCLN-00000707,SC-C000661,2024-10-02 08:03:56.000,Western|Axim,2024-12-28,1622.35,0.1077,GHS
SCLN-00000711,SC-C000664,2024-11-17 12:15:39.000,Ahafo|Goaso,2025-01-03,3197.14,0.2786,GHS
SCLN-00000717,SC-C000671,2024-12-11 12:15:01.000,Upper West|Lawra,2025-04-04,866.78,0.245,GHS
SCLN-00000734,SC-C000687,2024-10-17 13:48:09.000,Ashanti|Kumasi,2024-11-20,967.18,0.2472,GHS
SCLN-00000745,SC-C000696,2024-12-10 15:04:03.000,Bono|Sunyani,2025-02-27,296.45,0.2678,GHS
SCLN-00000769,SC-C000716,2024-12-19 16:37:24.000,Greater Accra|Madina,2025-04-08,917.2,0.2728,GHS
SCLN-00000784,SC-C000736,2024-11-25 10:26:07.000,Greater Accra|Kasoa,2025-02-28,805.02,0.2785,GHS
SCLN-00000793,SC-C000743,2024-10-01 16:19:07.000,Upper East|Bolgatanga,2024-12-30,413.62,0.1236,GHS
SCLN-00000799,SC-C000748,2024-10-04 11:05:10.000,Western|Takoradi,2025-01-29,667.51,0.2519,GHS
SCLN-00000803,SC-C000751,2024-12-19 15:54:01.000,Ashanti|Kumasi,2025-02-11,2829.83,0.231,GHS
SCLN-00000807,SC-C000754,2024-11-29 14:52:05.000,Greater Accra|Madina,2025-01-22,487.51,0.1732,GHS
SCLN-00000826,SC-C000766,2024-12-07 12:16:09.000,Greater Accra|Tema,2025-03-26,393.46,0.2248,GHS
SCLN-00000828,SC-C000767,2024-12-10 13:37:16.000,Northern|Savelugu,2025-01-10,1120.76,0.2393,GHS
SCLN-00000846,SC-C000778,2024-11-20 16:51:18.000,Greater Accra|Accra,2025-02-15,1092.91,0.0998,GHS
