loan_id,customer_id,disbursement_timestamp,disbursement_location,maturity_date,principal_amount,interest_rate,currency
SCLN-00000016,SC-C000019,2024-03-23 17:47:06.000,Ahafo|Duayaw Nkwanta,2024-07-17,700.59,0.0992,GHS
SCLN-00000057,SC-C000062,2024-01-11 09:00:19.000,Greater Accra|Accra,2024-04-23,1360.95,0.1075,GHS
SCLN-00000064,SC-C000065,2024-01-17 11:04:02.000,Bono|Sunyani,2024-05-10,970.66,0.2136,GHS
SCLN-00000069,SC-C000070,2024-01-07 08:09:15.000,Ashanti|Kumasi,2024-04-06,667.07,0.2864,GHS
SCLN-00000088,SC-C000089,2024-03-14 17:30:53.000,Greater Accra|Madina,2024-05-22,3109.7,0.1973,GHS
SCLN-00000147,SC-C000154,2024-02-15 08:37:36.000,Greater Accra|Accra,2024-05-27,442.66,0.2421,GHS
SCLN-00000158,SC-C000164,2024-01-17 15:04:10.000,Greater Accra|Kasoa,2024-04-18,462.58,0.2122,GHS
SCLN-00000162,SC-C000167,2024-02-28 14:20:10.000,Ashanti|Kumasi,2024-04-19,630.31,0.1727,GHS
SCLN-00000190,SC-C000186,2024-02-25 13:05:05.000,Northern|Yendi,2024-05-23,407.54,0.1733,GHS
SCLN-00000196,SC-C000189,2024-01-31 12:29:34.000,Greater Accra|Tema,2024-03-09,1611.83,0.1394,GHS
SCLN-00000224,SC-C000224,2024-01-05 10:43:40.000,Western|Axim,2024-03-24,1682.33,0.2864,GHS
SCLN-00000259,SC-C000262,2024-03-01 14:23:53.000,Greater Accra|Kasoa,2024-06-10,3116.19,0.1218,GHS
SCLN-00000263,SC-C000264,2024-01-19 09:28:01.000,Western|Tarkwa,2024-04-26,1119.97,0.1182,GHS
SCLN-00000275,SC-C000276,2024-02-27 10:45:11.000,Greater Accra|Accra,2024-06-21,690.26,0.2812,GHS
SCLN-00000339,SC-C000332,2024-01-16 15:43:19.000,Eastern|Nkawkaw,2024-03-11,1407.94,0.1691,GHS
SCLN-00000352,SC-C000345,2024-02-15 16:34:14.000,Ashanti|Kumasi,2024-04-09,1739.55,0.1602,GHS
SCLN-00000355,SC-C000353,2024-03-10 11:06:52.000,Greater Accra|Tema,2024-04-12,1844.45,0.165,GHS
SCLN-00000375,SC-C000379,2024-03-14 16:21:44.000,Bono East|Kintampo,2024-05-22,228.39,0.1294,GHS
SCLN-00000417,SC-C000410,2024-01-23 08:18:53.000,Northern|Savelugu,2024-04-13,765.95,0.297,GHS
SCLN-00000474,SC-C000469,2024-01-05 13:52:24.000,Upper West|Wa,2024-02-16,500.29,0.1252,GHS
SCLN-00000501,SC-C000495,2024-02-28 10:43:40.000,Greater Accra|Accra,2024-04-15,295.91,0.0962,GHS
SCLN-00000511,SC-C000502,2024-02-19 17:19:58.000,Greater Accra|Madina,2024-05-17,356.94,0.1884,GHS
SCLN-00000594,SC-C000574,2024-02-18 08:05:13.000,Bono East|Techiman,2024-03-22,1598.14,0.259,GHS
SCLN-00000611,SC-C000582,2024-02-20 16:25:02.000,Central|Winneba,2024-05-23,1886.09,0.2823,GHS
SCLN-00000629,SC-C000599,2024-01-10 11:46:48.000,Ashanti|Ejisu,2024-02-22,532.05,0.2377,GHS
SCLN-00000670,SC-C000633,2024-02-25 09:44:57.000,Greater Accra|Kasoa,2024-05-30,309.36,0.2624,GHS
SCLN-00000686,SC-C000647,2024-01-25 16:13:32.000,Greater Accra|Madina,2024-03-05,365.62,0.2945,GHS
SCLN-00000747,SC-C000698,2024-02-09 13:11:08.000,Greater Accra|Accra,2024-05-20,659.14,0.1992,GHS
SCLN-00000760,SC-C000704,2024-01-05 10:23:27.000,Northern|Tamale,2024-04-26,681.08,0.2476,GHS
SCLN-00000777,SC-C000728,2024-02-07 13:31:02.000,Volta|Ho,2024-03-19,1736.56,0.1242,GHS
SCLN-00000831,SC-C000771,2024-03-29 08:25:41.000,Upper East|Navrongo,2024-07-06,664.72,0.1008,GHS
SCLN-00000843,SC-C000777,2024-03-27 17:28:48.000,Greater Accra|Tema,2024-06-16,1399.32,0.1816,GHS
